Actual Solution,Predicted Solution,Result
qCQAJj,"9CQ4j
",0
gviytL8Kk,vlt28kK,0
TeU4U,"Teu4U
",0
UEBQ,UERO,0
Nm1M,"NM>M
",0
XM3C,XMB3C,0
WVPqcH,"WVP9CH
",0
gnG9yt,"gnG9yt
",0
YPC9,"PC9
",0
ZGYbEFdjD,WGbFdV,0
xLhf8,LHF8,0
S21qI9hs0,"S2x9hS0
",0
itkhV1UV,itxhv15V,0
ngBa,N95A,0
Ac0Ks1,AC(K5r,0
giKlZ1VN,gIvVZN,0
hdUuf,hduur,0
0TAITcG,0TcgG,0
xyJwhsJ,"XywhsJ
",0
o939y5o,0939Y50,0
hJdxG,h∫dxG,0
TBRZ,TBRE,0
hSUWE22Lj,hSU22I,0
ELdOc,ELdOC,0
bw5G8gB,bW5GoogB,0
sl4EZ,"SLAEZ
",0
PVfAP,PVKAP,0
EcMrOZW,FCNZW,0
D2pt2q9wC,"D2x2q9Wc
",0
8UFA,8UFA,1
YQRlw,RQRLZ,0
MTcAyqba,MTGAYA6A2,0
4K8Q,4K8D,0
aosS,aOS,0
Aa6yA,A6Y4,0
aTDBTgc,"aDBTgC
",0
tXW9l,"tHaw91
",0
8XF4uYKvZ,"8F7UYKZ1L
",0
9P9J,9PJ,0
87vnan,8VnzQz2,0
T6CX,"T6CX
",0
CWHX,CWHX,1
XAJT,"XAVT
",0
7XIhQ37P,"7xhq37p
",0
XMloFRv7V,XNVOFr7L,0
C45U,C45U,1
XLNwE,"N'E
",0
USAV,USA,0
5NTE,5N7E,0
SVQbj,Sʌobj,0
hZre,wrxe,0
lkHXiC,"KHXjc
",0
ASY5,"ASKS
",0
KAzv,"KAZV
",0
LfALp3Gh,LrA1b3Gh,0
tRiMlYC,TRIMYC,0
y4gBN5f,"y4gBN5f
",0
dG8NHR,"dG8VHR
",0
2MCzhB9c,24gnB9,0
U5DF0,U5DF0,1
KEVZX,KVZX,0
ldej,jdej,0
hHcoN,"HCON5
",0
K5KZfd,"5k7fqd
",0
KRMYX,KFMYX,0
VKxRGPD,"WXPGPD
",0
9yYtgUB9,9ytgUB9,0
9WQO,"9WoQ0
",0
MG8Y,MGo8Y,0
5vd4HvzN,5VZ4HWZN,0
49SfN3Ff,"49sfN3Ff
",0
z5DTuY,3DTuy,0
h7SOGpb,"WSOGPb
",0
DU66,DU65,0
BpYiu,"Boyiu
",0
iVvh,"ivkh
",0
xWDz,"XWDZ
",0
MNEK,MNEK,1
KnQB,Knob,0
TBR2,"TBR2
",0
YGgu1,Ggun,0
Y16FnH8,"Y6FnH8
",0
eILpu3,ELPUS3,0
YVTP,YKR0Q,0
kh5w88ku,K5NW88KW,0
huHYdyH5I,HNYQ5I,0
PV4f7,P44F77,0
Eluoy,"FuglyOU
",0
mVp8KN,"m√8gKN
",0
HKW8,"HKWS8
",0
dAy3V38hb,"DXY3√38hb
",0
0jw1ZgxK,jhl1zgXk,0
CgboyLx,"c&boyLx
",0
o3762l5,"037625
",0
W0zd3ZF,"W0z3LF
",0
Wju9EyBd2,"i2qEBd2
",0
6t05DfA,"6t05DFA
",0
ch3oh7Qu,ch3oh>QU,0
tLkRdvg,L4Pdv8g,0
8D3ViOF,"8D3VIOF
",0
P1zyjbNw,PXYbNW,0
H5KT8,AKT88,0
0uP03h,"OUP03H
",0
URA4,URA4,1
d3SxOrcT,U3SK07CT,0
29pazSv,29PATLSV,0
AX5X4,AX5X4,1
fTJN,TJN,0
Aaj1nJu,"ajnju
",0
RPXR,R2XR2,0
dBMc,"B4C
",0
gMHry,gMHry,1
F7IMmaX4,F>I^mαX4,0
YjRg5Zor,YJRg5ZOг,0
aFRJP,"aF7RJp
",0
ACAX,ACALK,0
Ay1utz,AJ1WZ,0
z5Aoo,5A0,0
FZWA,FZWA4,0
wTIa58A,"w7ia58A
",0
4DHP,"4DH P
",0
lNJiVVp,INVVP,0
VKSX,VKSX,1
XRPRk3NRa,RPR3NPa,0
fqFb,Fb7b,0
rxEl,rXe1l,0
Fz2iqCBm,"F√2iacbBm
",0
iU4XVK,ZUXVK,0
HJTE,"HJTE
",0
s5M9nJn,$5mo9nj,0
CCNDY,"CANDY
",0
6U8F,6Y8F,0
NuxlZ2OV3,"NUX2OV3
",0
8XIFl9Bnx,"8F9B7X
",0
Ji6hNbg,"j6Hnbg
",0
KmU7,"kmU7
",0
X2uIV0g,X21VOG,0
aLW3H8j,a3H8jLW,0
6zTKKk,6ZKKK,0
w85vfqAz,W85VF&A1,0
YRtzK,YRA1K,0
iiUW,WU7W,0
b7cskvKK,B7SKK,0
sU0MWGx5,"SUonWq75
",0
IT0MhBjr,ITOMBjr,0
aeVjjdTI,aevjIdTΓ,0
GDCD,gDCI,0
sIex,snex,0
zX8RsuGPpz,"Z&RSVKPR2
",0
szBy,SZB,0
oeDDl,oεDD,0
Z4DF,Z4DF,1
jpyJA,JPKA,0
A6oyjz,"A60yjL
",0
IXXB,HXY7R,0
8WuzBOoS5,WULZBOS5,0
QSeAe,"QS&E
",0
DU0EX,DUOX,0
LqsXuE,"L&SXuE
",0
HRypdsedZs,HRPaseds7s,0
U3BE,U3BE,1
NUagOk,Nca0k,0
TQycwCo6i,ToCo6i,0
itqM,itqM,1
SG494l,"SG9AL
",0
p9563,p95633,0
fkYdJ7,N7dJ7,0
P32F25FDI,P32F25FDV,0
Pko5a,"pk05a
",0
4R4LM3,A4LM3,0
JGv88fy7,GV&8Fy7,0
8IabqZr,8√bZr,0
ndK2r,nd'2p,0
6g7173ITt,6g>17k1,0
EJJM,"EJ/M
",0
o1TgfSH,oTg fSH,0
