Actual Solution,Predicted Solution,Cross Checked Solution,Result,Similarity,Similarity (Non Case-Sensitive)
hw7vVb,hw7Vlb,hw7Vlb,0,0.8333333333333334,0.8333333333333334
k4DizF4yxI,KDzFXYHA,KADZFJXHV,0,0.21052631578947367,0.5263157894736842
ZslK6,ZSlK6,LSIk6,0,0.2,0.6
6ue8etyv3,6uesetyVB,6u8etyv3,0,0.9411764705882353,0.9411764705882353
bLaOZEC,bL0dEC,blacFEC,0,0.5714285714285714,0.7142857142857143
2Ffbq0TD3,2XfbgqTD3,2XfbgqTD3,0,0.7777777777777778,0.7777777777777778
qcVkPT,qCvKpT,qc>kpT,0,0.6666666666666666,0.8333333333333334
QGw2,QGW2,QGw2,1,1.0,1.0
PS3fd3,PS3d3,PS3fd3,1,1.0,1.0
7XsXzNO,7XSZNO,"7XS,ZNO",0,0.5714285714285714,0.8571428571428571
WwDSSAR,wwwDSSAR,wwwDSSAR,0,0.8,0.9333333333333333
kXlfSJJ6,kXSJ6,kXfsJ6,0,0.7142857142857143,0.8571428571428571
mZLhMvV,m1LkWdV,mZL5NvvJ,0,0.5333333333333333,0.6666666666666666
P5LshzyT,P5lashzKT,P5lashZkT,0,0.5882352941176471,0.8235294117647058
MQZ6g9UL,MQZ689YL,MqL6g9U,0,0.6666666666666666,0.8
YFg5,YFg5,YFg5,1,1.0,1.0
AWYV,aWKN,aWYkN,0,0.4444444444444444,0.6666666666666666
yRSPHnW3,yRSPhW3,yRSPhW3,0,0.8,0.9333333333333333
m0llnC,mVnC,m0Vnc,0,0.5454545454545454,0.7272727272727273
DiON51ylQ,DiON51y\Q,DiON51y\Q,0,0.8888888888888888,0.8888888888888888
zH8aRa,ZH8aRda,ZH8aRda,0,0.7692307692307693,0.9230769230769231
hp8h8,hp8h8,hp8h8,1,1.0,1.0
TZbrbkds,Tz6rbkes,TZbRbxs,0,0.6666666666666666,0.8
Uxpget,xpget,rxpget,0,0.8333333333333334,0.8333333333333334
45Da,45Da,45Da,1,1.0,1.0
LJoh3f72Xn,LJohn3&2xn,Ljoh3x2n,0,0.6666666666666666,0.7777777777777778
cbpfz5,'BPFZ7S,'BPFZSU,0,0.0,0.6153846153846154
SG494l,SG49AL,SG49AL,0,0.6666666666666666,0.8333333333333334
k4DizF4yxI,K4DZFJXH4W,KADZFxdjHV,0,0.3,0.5
DywOia5,DKnow.a5,dYWNo.ia5,0,0.375,0.875
6aEy,6A3Y,6A3Y,0,0.25,0.75
VZpSs0BVJ,vnpss0BvJ,VlpS0BVJ,0,0.8235294117647058,0.8235294117647058
eUWIWD,eUwIWsd,euwwIwD,0,0.46153846153846156,0.9230769230769231
gizp,goizp,gzip,0,0.75,0.75
gVM4,gVmM4,gVm4,0,0.75,1.0
i7iZ7u0,^iZuo,Aizu0,0,0.5,0.6666666666666666
dENv,KEN,qEN2,0,0.5,0.5
CxKIsu,cXKisu,CXIsU,0,0.5454545454545454,0.9090909090909091
zD8YHGiT,ZD8xVGIT,ZDgYXGiT,0,0.625,0.75
xrnS1b247,xr^S1b241,xrnvS1b241,0,0.8421052631578947,0.8421052631578947
VXV8OYC,vXL8OYC,VxJ8OYc,0,0.5714285714285714,0.8571428571428571
h6xuu1sw,h6ruU15w,h6rUu15w,0,0.625,0.75
xgXOBHWw,xgxOBHwW,xgxBHww,0,0.6666666666666666,0.9333333333333333
MQxU6D,MPXU6D,MPXU6D,0,0.6666666666666666,0.8333333333333334
e39v,e3gV,e39V,0,0.75,1.0
9S3mE28,9s3mE28,9s3mE28,0,0.8571428571428571,1.0
lkDM,lkOM,lkom,0,0.5,0.75
3IuveJl,3I4veJ1,3Iuve1,0,0.7692307692307693,0.7692307692307693
3Ei2FWxB,3Ei2FWXB,3i2FWXB,0,0.8,0.9333333333333333
8bfR7wZi,8bfk7Zi,8bfK7vZi,0,0.75,0.75
ym6c0v5,ymoca5,y6cav5,0,0.7692307692307693,0.7692307692307693
RXNC5,R4NC5,R1NC5,0,0.8,0.8
L3gtuKi,38tWKiL,l38gtwki,0,0.5333333333333333,0.8
GrPr,Gpr,Gpr,0,0.5714285714285714,0.8571428571428571
jNdzNLqPw,jdxN19pw,jdezN19pw,0,0.5555555555555556,0.6666666666666666
fm0p1o,fm0p10,fmov10,0,0.5,0.5
G88ISS,G88lSS,G881ss,0,0.5,0.8333333333333334
Aeaz,Aeaz,Aeaz,1,1.0,1.0
MsDp,MSDP,MSDP,0,0.5,1.0
3JaZL8l4e,aZ8l4e,aZ8l4e,0,0.8,0.8
WdbC,Wdbc,Wdbc,0,0.75,1.0
RzBl6Vix,RZBL6V\x,pZBL6vIx,0,0.375,0.875
GQ4eDrM6,G4edM6,GQ4eDM6,0,0.9333333333333333,0.9333333333333333
32JSKMs,32SKMS,32ySKMsS,0,0.8,0.8
lBorT,ABORrT,ABORrT,0,0.5454545454545454,0.7272727272727273
NemBlK,NembBk,NemBxk,0,0.6666666666666666,0.8333333333333334
rHO0ssc,rHOOssC,rHOOssC,0,0.7142857142857143,0.8571428571428571
3gA2X,3gA2x,3gA2x,0,0.8,1.0
uhQruYw,ruYW,UhoCruYVW,0,0.5,0.75
HXLqL9zv6,HxlLgL9w6,HxL91W6,0,0.5,0.625
9Uj0,9U;0,9U;0,0,0.75,0.75
DfqsbPn,Dfqsvpn,Dfq5vpn,0,0.5714285714285714,0.7142857142857143
QA0HbeDum,gA0HbDeUm,q40hbEDwn,0,0.3333333333333333,0.6666666666666666
sFrU,SFSU,SFSU,0,0.5,0.75
l3Xu9SD2j0,X9SDz0,bxu9SDz0,0,0.5555555555555556,0.6666666666666666
U9vAc,u9zAC,U92AC,0,0.6,0.8
yI4rv,V7rZ,yA7rN,0,0.4,0.4
6IvtUXz8,61TUXZ8,6IvtUXYZ8,0,0.8235294117647058,0.9411764705882353
KE3vnXd,KE3VnXd,kE3VnXd,0,0.7142857142857143,1.0
6wkJTelQ4,6wkJTelo4,6wkTel04,0,0.8235294117647058,0.8235294117647058
E8OjC2K,E8OvC2K,E8Ovc2k,0,0.5714285714285714,0.8571428571428571
U5uH,USUHS,USUHU,0,0.4444444444444444,0.6666666666666666
ILqxLErt,LqXver,1qxvr2,0,0.42857142857142855,0.42857142857142855
cDLXB,CDLXB,C0LxB,0,0.4,0.8
KKpojbkW,KKPOjbK,KKpOjbKW,0,0.75,1.0
Uxpget,xpget,rxpget,0,0.8333333333333334,0.8333333333333334
tbAfM,tbF7,tbF1,0,0.4444444444444444,0.6666666666666666
45hn,45hn,45hn,1,1.0,1.0
XuuHE2x,xUuHE2x,xUUHE2x,0,0.5714285714285714,1.0
VavUb,aUb,aUb,0,0.75,0.75
TZbrbkds,TZbRbXS,TZbRbxs,0,0.6666666666666666,0.8
2Ffbq0TD3,2fbqTD3,2KfbqoTD3,0,0.7777777777777778,0.7777777777777778
wI5ZdO,W5Z0,W157d0,0,0.3333333333333333,0.5
LJoh3f72Xn,LJoh3fv2xn,Ljoh3x2n,0,0.6666666666666666,0.7777777777777778
RI5N,RI5N,PI5N,0,0.75,0.75
wYcIjPZG,Wyc1pZLG,Wyc1pZLG,0,0.375,0.75
Q57u1up7O,Q57ukuP7O,Q57UkUP7O,0,0.5555555555555556,0.8888888888888888
uZD7eIduX,uZD7eidx,Uzd7e1dux,0,0.4444444444444444,0.8888888888888888
B0WTbk,BowT6k,BOWTOK,0,0.5,0.6666666666666666
L3gtuKi,L38tuki,l38gtwki,0,0.5333333333333333,0.8
tOdarIL,XOdqrL,VodqrLV,0,0.42857142857142855,0.5714285714285714
6Wjv8da,6ljv8dq,6wjV8dq,0,0.5714285714285714,0.8571428571428571
koUD,k0uD,kOuD,0,0.5,1.0
osjevtv,osjevtv,osjevvv,0,0.8571428571428571,0.8571428571428571
SfgTT3,SFGTT3,sFGTT3,0,0.5,1.0
tOdarIL,XodarLV,VodarLV,0,0.5714285714285714,0.7142857142857143
4vitovy5N,4v.iOL5N,4N1O5N,0,0.4,0.5333333333333333
xdqD9W1,XddaD9w1,XdcD9w1,0,0.5714285714285714,0.8571428571428571
nDIh,nDh,nph,0,0.5714285714285714,0.5714285714285714
PtfMm9,PtfMh29,ptfMh9,0,0.6666666666666666,0.8333333333333334
lIzrbLdRz,kzYbLdRZ,kzrbldrz,0,0.5882352941176471,0.8235294117647058
k4uXNK,K4UXNKK,K4UXNKK,0,0.6153846153846154,0.9230769230769231
rZINbRpr,rZlNbRor,R2INbRbR,0,0.5,0.75
o4BXO,OBXO,OBNOXIOUS,0,0.42857142857142855,0.5714285714285714
lNCyF1,\NCyEl,lNcyFl,0,0.6666666666666666,0.8333333333333334
SJTU,sTU,sTU,0,0.5714285714285714,0.8571428571428571
wZs9N238,WzS9N238,WzS9N238,0,0.625,1.0
SJTU,sTU,s1U,0,0.2857142857142857,0.5714285714285714
OjzrO0,OJroo,OjZroo,0,0.5,0.8333333333333334
9yqMong1,9yqMOnq,9ypMon9g,0,0.75,0.75
OY9VIw,o%VW,0%VW,0,0.2,0.4
eKLJx,ekLJx,ekLJx,0,0.8,1.0
ydMz3CV2,ydM3CV,ydM>3CVr,0,0.75,0.75
tm3GJ,TM3GJ,TM3GJ,0,0.6,1.0
IHsBxfYuD,IHSBxKvD,IHSBxKWd,0,0.47058823529411764,0.7058823529411765
LqsXuE,LaSXuE,LaSXuE,0,0.6666666666666666,0.8333333333333334
bcKp3,BC74P3,BC4P3,0,0.2,0.8
xU4U42g,XU4U42g,XU4U42g,0,0.8571428571428571,1.0
yI4rv,17RN,yR7rN,0,0.4,0.4
Mt1XGUVm,MXGUvm,MtTXGUvm,0,0.75,0.875
7XsXzNO,7XSZNO,"7XS,ZNO",0,0.5714285714285714,0.8571428571428571
TYURtD,TYUrtD,TYURtD,1,1.0,1.0
bGMTq,bgMTq,bG<sup>M</sup>Tq,0,0.47619047619047616,0.47619047619047616
DiON51ylQ,DiON5]y\Q,DiON51y1Q,0,0.8888888888888888,0.8888888888888888
2BTqS,2BT9S,2BTqs,0,0.8,1.0
6Wjv8da,6wJV8dq,6ljv8dq,0,0.7142857142857143,0.7142857142857143
uhQruYw,4bqruYW,yhoruw,0,0.6153846153846154,0.6153846153846154
rxEl,rXEI1,rxeI,0,0.5,0.75
P5uuIXgC,P5uIixgc,P5uux9c,0,0.5333333333333333,0.8
PvGlnZ,PVGNZ,PVGNZ,0,0.5454545454545454,0.9090909090909091
2oknR,20knR,20kNR,0,0.6,0.8
6ue8etyv3,6uesetyVB,6u8etyv3,0,0.9411764705882353,0.9411764705882353
ln1ICxF,lb/CxF,lhlCXF,0,0.46153846153846156,0.6153846153846154
u8t5c,u8t5c,u8t5c,1,1.0,1.0
Hfj87c,Hrjg87C,Hj87C,0,0.7272727272727273,0.9090909090909091
Mmuz,MmvuZ,lmnUz,0,0.4444444444444444,0.6666666666666666
Drtq,DrQ,Dr7q,0,0.75,0.75
t1zX,HZx,HYZx,0,0.0,0.5
FkA9eg3gD,FkA9e83xD,FkA9e83xD,0,0.7777777777777778,0.7777777777777778
K0QBsgp6,K0QBSgP6,K0QBsgp6,1,1.0,1.0
S7wtR,SWLTR,SwtR,0,0.8888888888888888,0.8888888888888888
VKzLv,V^2LV,V2LV,0,0.4444444444444444,0.6666666666666666
1mGAp,\mGAp,ImGap,0,0.6,0.8
vTn9,V1NG9,vTng,0,0.75,0.75
wCwdZc,WCDWZC,WCDWZ5,0,0.3333333333333333,0.6666666666666666
CmrcOR,GMrCOR,CMRLOCR,0,0.46153846153846156,0.7692307692307693
fZ1lKw,fZlIKw,fZVIkw,0,0.5,0.6666666666666666
oUzfO,OzfO,OuzO,0,0.4444444444444444,0.8888888888888888
JKWeA3,K^2EA3,KkweA3,0,0.6666666666666666,0.8333333333333334
C3jqJ1Yklc,C3qJYkC,C3qJYkC,0,0.7058823529411765,0.8235294117647058
Tnjub,TnJwB,TnjWb,0,0.8,0.8
AweT,AWetT,Awet,0,0.75,1.0
6KAHAVZm,6kAHAvk>m,6KAHAVK2m,0,0.8235294117647058,0.8235294117647058
TYXTMG,TLYXMG,TYXMG,0,0.9090909090909091,0.9090909090909091
Mmuz,n7mWZ,lmnUz,0,0.4444444444444444,0.6666666666666666
BRnni8XLch,BRhni8Lw,BRhNioLxCw,0,0.4,0.6
DiON51ylQ,DiON51y\Q,Dion51y1Q,0,0.6666666666666666,0.8888888888888888
Hv7ir,HN7iK,HN7iK,0,0.6,0.6
230a5s,23OaaS,230a5S,0,0.8333333333333334,1.0
nZe598xq,n1e598x9,nze598x9,0,0.75,0.875
duHlxe,DuHLXE,DuHLXe,0,0.5,1.0
2Ffbq0TD3,2fAfaqOTD3,2KfbqoTD3,0,0.7777777777777778,0.7777777777777778
RE83,RE83,Re83,0,0.75,1.0
4vitovy5N,4V1O5N,4N1O5N,0,0.4,0.5333333333333333
Gf4TM8,G4TM8,Gx4TM8,0,0.8333333333333334,0.8333333333333334
fp5R,P5R,AP5R,0,0.5,0.75
atzdo,axZd0,axZdo,0,0.6,0.8
yI80LKpMF,yISOlKpMF,YITQLKPMF,0,0.5555555555555556,0.7777777777777778
fynF9K,fMF9k,fyMF9k,0,0.6666666666666666,0.8333333333333334
jNdzNLqPw,jdNxeNLqpw,jdxNl9pw,0,0.35294117647058826,0.7058823529411765
uIkHn5ue,UknHn5Ue,U*Hn5Ue,0,0.5333333333333333,0.8
Ltq1,ltaL,Ltxql,0,0.6666666666666666,0.6666666666666666
xGgbRD,xGgbRD,xGgbRD,1,1.0,1.0
bPOeTe,bpOeleT,bpOeleT,0,0.6153846153846154,0.7692307692307693
Am49pc8,Avn49pCc8,Avn49pCc8,0,0.75,0.75
rqj7z,zqjk,nqjk,0,0.4444444444444444,0.4444444444444444
rBZdVRWw,rBZqIRWWw,rBZqLRWw,0,0.75,0.75
0an92uZj,aKW92kj,aKw92lzj,0,0.5,0.625
foWNL1JU,FOLLOWJU,fOWNLDUJU,0,0.7058823529411765,0.8235294117647058
x1mo,x1m0,x1m0,0,0.75,0.75
Ad25YTCQ,Aq25yTCq,Aq25yTCq,0,0.625,0.875
oBUACb4,OBUACb4,oBUACbx,0,0.8571428571428571,0.8571428571428571
XzTZ,X2Tz,XzTz,0,0.75,1.0
8bfR7wZi,8bfk7Zi,8bfr47Zi,0,0.75,0.875
Oecr5BfeS,0eCr5BEs,ocrsBes,0,0.5,0.75
ihPZ6TU,ihR26Tu,ihRe6TU,0,0.7142857142857143,0.7142857142857143
75SzrgYY,>s5srgyY,>5S1rgyY,0,0.625,0.75
TZbrbkds,TZbRbxs,TTZbRbxs,0,0.625,0.75
dENv,qEN2,qEN2,0,0.5,0.5
lBorT,BorT,AbortT,0,0.5454545454545454,0.7272727272727273
3JaZL8l4e,3aZ8l4e,aZ8l4e,0,0.8,0.8
tbAfM,tbfm,tbF7,0,0.4444444444444444,0.6666666666666666
ekH9,e7H9,eZH9,0,0.75,0.75
zD8YHGiT,ZD8xVGIT,ZDsYHGitT,0,0.7058823529411765,0.8235294117647058
nDIh,nDqh,nph,0,0.5714285714285714,0.5714285714285714
MQsDbxdHL,MOSDbyctrl,MOSDbxCHL,0,0.6666666666666666,0.7777777777777778
YJ74,Y74X,YJY74,0,0.8888888888888888,0.8888888888888888
WI2HlKtzZb,W2HkTZ1b,W2HkZ1b,0,0.5882352941176471,0.7058823529411765
o4BXO,OBKO,OBVIOUS,0,0.3333333333333333,0.5
TYQA,TQA,TQA,0,0.8571428571428571,0.8571428571428571
aWc483Jtw,aWC483jtW,awC483jtW,0,0.5555555555555556,1.0
9zzL,9VZ,9vZL,0,0.5,0.75
RzBl6Vix,pZBL6vIx,pZBL6vIx,0,0.375,0.875
XjlUssD,XjKUSSD,xjksSd,0,0.3076923076923077,0.7692307692307693
WGn6,wGn6,WGn6,1,1.0,1.0
hybu,hyou,hybu,1,1.0,1.0
ZMkBM20,zMkBMr0,zMkBMr0,0,0.7142857142857143,0.8571428571428571
3u7e,3u^x,3ue,0,0.8571428571428571,0.8571428571428571
qfww,qfwHzl,afWlz,0,0.2222222222222222,0.4444444444444444
ZlFkJ5m,zlFk/5m,FkJ5m,0,0.8333333333333334,0.8333333333333334
bcKp3,BGC*P3,Bc74p3,0,0.5454545454545454,0.7272727272727273
0vgGRZB,ONyGRB,ONV9GR7B,0,0.4,0.5333333333333333
s597zC,S3971C,S5977C,0,0.6666666666666666,0.8333333333333334
TBlNXcxk,TBIMActk,TBMXck,0,0.7142857142857143,0.7142857142857143
1uSC,1uSc,1uSc,0,0.75,1.0
VWrguxc,KWRgUxC,KW1gUxc,0,0.5714285714285714,0.7142857142857143
Qhhosp,QnhOsp,QnhOsp,0,0.6666666666666666,0.8333333333333334
osjevtv,osjevrv,osjevvv,0,0.8571428571428571,0.8571428571428571
3npXrJt,3hpxXrt,3hpxrt,0,0.6153846153846154,0.7692307692307693
fVkX,fvk+,fvkh,0,0.5,0.75
y7D6AZJqN,J7D6AZqN,J7D6AZqN,0,0.8235294117647058,0.8235294117647058
eKLJx,eKLJx,ekLJx,0,0.8,1.0
88yQU,8SyqU,8yqU,0,0.6666666666666666,0.8888888888888888
awKJUj7ox,aWkJU7i7OX,2WkJU;70X,0,0.3333333333333333,0.6666666666666666
pHaa,P H A A,PHAA,0,0.25,1.0
NemBlK,NeMBK,NemBk,0,0.7272727272727273,0.9090909090909091
AweT,AweT,Awet,0,0.75,1.0
jf4mSA2,jkmSA2,Jf7mSA2,0,0.7142857142857143,0.8571428571428571
ncJFVkno,nCKFVkno,mCjFVkno,0,0.625,0.875
ca7s5,ca7S5,ca7s5,1,1.0,1.0
Drtq,Dr7q,Dr<q,0,0.75,0.75
kL368WEc,KL368WEC,KL368EC,0,0.6666666666666666,0.9333333333333333
fRtmmql2T,fRMnr912T,fRMmr912T,0,0.5555555555555556,0.6666666666666666
nMeorW,nmEorvw,nmEorw,0,0.5,1.0
ccet,ccet,ccet,1,1.0,1.0
CMLb,cMLB,CMLB,0,0.75,1.0
Ijkcc,INKCc,Ijkcc,1,1.0,1.0
PAfbBZF,PaFbLF,PaFpb7LF,0,0.4,0.6666666666666666
wI5ZdO,w\15z00,W157d0,0,0.3333333333333333,0.5
7csKI,7CsKi,7csIk,0,0.8,0.8
eejA,eeiA,eejA,1,1.0,1.0
SrP7,SR?7,SRp7,0,0.5,1.0
tOdarIL,todqrlL,Xodarlv,0,0.42857142857142855,0.7142857142857143
u8t5c,u8t5c,u8t5c,1,1.0,1.0
7l3T,l3T,I7T,0,0.5714285714285714,0.5714285714285714
Tjne,TVNE,TUNE,0,0.25,0.75
45Da,45Da,45Da,1,1.0,1.0
0vgGRZB,OV9GR7B,ONG9GR7B,0,0.4,0.5333333333333333
NemBlK,NembBk,NemBk,0,0.7272727272727273,0.9090909090909091
6FVNu8,6FUNU8,6FUNN8,0,0.6666666666666666,0.6666666666666666
fm0p1o,fm0p10,fmov10,0,0.5,0.5
5euEN,5euN,5exEN,0,0.8,0.8
YKtFOLQY4,YkTFOk@YA,YkTF0k@y4,0,0.3333333333333333,0.6666666666666666
W2so,W2S0,W2S0,0,0.5,0.75
PjzDk,PjlDk,PjlDk,0,0.8,0.8
37UBR0J,37UBR0J,37UBR0J,1,1.0,1.0
vzDqIAvpe,vZDq1Avpe,VZdqVAvpe,0,0.5555555555555556,0.8888888888888888
uIkHn5ue,U*Hn5ue,U*Hn5Ue,0,0.5333333333333333,0.8
uhQruYw,ruYW,yhoruw,0,0.6153846153846154,0.6153846153846154
TBlNXcxk,TBlXcK,TBMXck,0,0.7142857142857143,0.7142857142857143
hw7vVb,hw7vLb,hw7Vlb,0,0.8333333333333334,0.8333333333333334
Eye66HW6HI,E6H6H,E66H6HN,0,0.7058823529411765,0.7058823529411765
OTjrM,0jyRy,0->jvRy,0,0.16666666666666666,0.3333333333333333
lSZj,lSzj,rSZj,0,0.75,0.75
VKGgi,VXGGI,VxgGgI,0,0.5454545454545454,0.7272727272727273
ZOlE,lQE,lQE,0,0.5714285714285714,0.5714285714285714
zvraLcRJI,ZvraLCRJI,Zv~aLcRJl,0,0.6666666666666666,0.7777777777777778
quUh4,aukhA,aUkH4,0,0.4,0.6
CpVp,RVP,rVp,0,0.5714285714285714,0.5714285714285714
KKpojbkW,KKpOibkW,KKpOibkW,0,0.75,0.875
3gA2X,3gA2x,3gA2x,0,0.8,1.0
9iOuWKs,9iouwnks,9iouwkS,0,0.42857142857142855,1.0
OjzrO0,OjZroo,Oj1roo,0,0.5,0.6666666666666666
Ze9Mn,e9Mn,e9Mn,0,0.8888888888888888,0.8888888888888888
dpqdqxTt,d9XT,dbqdq9txt,0,0.7058823529411765,0.7058823529411765
akfYEb,akfYEb,akfYEb,1,1.0,1.0
rc8G3EZ,rc8G3EZ,rC8G3Ez,0,0.7142857142857143,1.0
fnKm,fkKm,f1km,0,0.5,0.75
U5uH,USUH,USUH,0,0.5,0.75
8aemX,genmx,gleemax,0,0.3333333333333333,0.5
6Wjv8da,6w4jV8da,6wjV8dq,0,0.5714285714285714,0.8571428571428571
hyL1a,h<1a,hl1a,0,0.6666666666666666,0.8888888888888888
DgPMC5AED,DgpnC5AED,DgpMC54ED,0,0.7777777777777778,0.8888888888888888
vzDqIAvpe,vZq1Aype,VZdqVAvpe,0,0.5555555555555556,0.8888888888888888
V0rD,V0xD,V0x7D,0,0.6666666666666666,0.6666666666666666
wXzk4p,zXzK4p,Zxk4p,0,0.5454545454545454,0.7272727272727273
zfvyFP,Z1VYep,Z1VyEp,0,0.16666666666666666,0.6666666666666666
1daMKcm,zdaqkcm,todaycm,0,0.5714285714285714,0.5714285714285714
L1Qd4X,LRdA4x,LpqdAx,0,0.3333333333333333,0.6666666666666666
lQlskUPy,QISKPY,VQIskUpy,0,0.625,0.75
tnjbUU5Hq,tnjbw5H,tnjbw5H,0,0.75,0.75
6VSjBcNL,VSiBCN<,6VsBCNk,0,0.5333333333333333,0.8
SnPKQ7p,snpk7qP,snpk7qp,0,0.42857142857142855,0.8571428571428571
bhbnX6w,mbN+w,bNb76w,0,0.6153846153846154,0.6153846153846154
Fcx3x7,FLX3X1,FLx3x1,0,0.6666666666666666,0.6666666666666666
fZ1dZLC6r,fz1dKevc6r,fz1qevc6r,0,0.4444444444444444,0.6666666666666666
P5LshzyT,P5lashzKT,p5lashZkT,0,0.47058823529411764,0.8235294117647058
j4jIYAb,j4jLYAb,j4jIYAb,1,1.0,1.0
XbtM,XbtM,XbM,0,0.8571428571428571,0.8571428571428571
exgs,ExgS,exgs,1,1.0,1.0
AweT,AWET,Awet,0,0.75,1.0
PtfMm9,PtfMh29,ptfMh9,0,0.6666666666666666,0.8333333333333334
nMeorW,nMEorW,nmmeowrw,0,0.5714285714285714,0.8571428571428571
rQFe,roFe,roFe,0,0.75,0.75
eOclaH,ecloH,eocIoH,0,0.5,0.6666666666666666
pOmc44,pOmC44,pomC44,0,0.6666666666666666,1.0
SJTU,sTU,sTU,0,0.5714285714285714,0.8571428571428571
CqZ3,CQL3,cqL3,0,0.5,0.75
XhKfUplot,xhKfUpOx,xhKfUpOx,0,0.5882352941176471,0.8235294117647058
dKXJZXE,dfHJZxE,FJXZxE,0,0.46153846153846156,0.6153846153846154
RXNC5,R4NC5,R1nC5,0,0.6,0.8
5euEN,5exEN,5exEN,0,0.8,0.8
yzV9gF3dXC,vZVg8r3dXCh,yZV9873dXc,0,0.6,0.8
5euEN,5eUN,5exEN,0,0.8,0.8
uwjTi,uZjTi,uZjTi,0,0.8,0.8
Lq5bS,La5bs,La5bs,0,0.6,0.8
yUO3dax,yUo3qax,yU03dx,0,0.7692307692307693,0.7692307692307693
dN1d,Dm>d,Dm>d,0,0.25,0.5
L3gtuKi,38tWKiL,l38gtkwi,0,0.5333333333333333,0.8
CpvO,CPLO,CpL0,0,0.5,0.5
tbAfM,tbF7,tbff1,0,0.6,0.6
dN1d,Dna,Dm>d,0,0.25,0.5
foWNL1JU,FOLLOWJU,fOKWNLDJU,0,0.7058823529411765,0.8235294117647058
zVhqItoUA,Zv9ltauA,ZwaltoUA,0,0.47058823529411764,0.5882352941176471
hf0qz,Hfo2Z,hf09z,0,0.8,0.8
0dm50xW,odm50xW,odmn50xw,0,0.6666666666666666,0.8
3IuveJl,3IuVe^1,3I4ve1,0,0.6153846153846154,0.6153846153846154
45hn,45hn,45hnm,0,0.8888888888888888,0.8888888888888888
92ADqO,92ADaO,92ADO,0,0.9090909090909091,0.9090909090909091
qfl4,JfV4,JfV4,0,0.5,0.5
qiUH,qiUH,aICU,0,0.25,0.5
uhQruYw,4b0ruw,uhoYruYvW,0,0.625,0.75
ekH9,eH9,eZH9,0,0.75,0.75
pkL0VZ,pkLOv2,pkLOvw,0,0.5,0.6666666666666666
Is9O,ls9O,b590,0,0.25,0.25
UkaB1yj,ckabzyj,tKabYj,0,0.3076923076923077,0.7692307692307693
3NVEpzp,3NVFZPZQ,3NVEPZ,0,0.6153846153846154,0.9230769230769231
U5uH,USUHS,USUH,0,0.5,0.75
zvraLcRJI,ZVCRJI,Zv^aLcRJl,0,0.6666666666666666,0.7777777777777778
Anqsdxb,Ahsxb,Ahasaxb,0,0.5714285714285714,0.5714285714285714
eICrS1u,eCrSk1,eCrSkl,0,0.6153846153846154,0.6153846153846154
eUWIWD,eUwIWsd,euwwIwD,0,0.46153846153846156,0.9230769230769231
ydTNnI,jd7NM1,jd7NM1,0,0.3333333333333333,0.3333333333333333
eibgGJw,eivgGW,beingGJW,0,0.6666666666666666,0.8
JKWeA3,kKw eA3,kweA3,0,0.5454545454545454,0.9090909090909091
Am49pc8,NA49pC8,Avn49pCc8,0,0.75,0.75
s05K7PoT3,S05K7POT3,P05K7P0T3,0,0.7777777777777778,0.7777777777777778
65exi,65ex1,65ex1,0,0.8,0.8
hSzgGOpn,hrSZgGOrpn,hrSTzgGOpn,0,0.8888888888888888,0.8888888888888888
DfqsbPn,Dfqsvpn,Dfqsopn,0,0.7142857142857143,0.8571428571428571
KuLisQ,KuliSq,KuLiSq,0,0.6666666666666666,1.0
2xBywz,2XByWZ,2XBwZ,0,0.5454545454545454,0.9090909090909091
xrnS1b247,xr^S1b241,xrwS1b241,0,0.7777777777777778,0.7777777777777778
ekH9,eKTH9,eZH9,0,0.75,0.75
U9vAc,u9zAC,U92AC,0,0.6,0.8
3Yb76mT,3Yb6m,3Yb76m1,0,0.8571428571428571,0.8571428571428571
ihPZ6TU,ihRe6TU,ihRe6TU,0,0.7142857142857143,0.7142857142857143
P5WC,B5WC,B5WC,0,0.75,0.75
xU4U42g,XU4U429,XU4U42g,0,0.8571428571428571,1.0
cYy3ZeU8z,CyZeU81z,GyB3zeU8l,0,0.5555555555555556,0.6666666666666666
Ze9Mn,ze9Mn,e9Mn,0,0.8888888888888888,0.8888888888888888
wjXi,WjX1,Wjx1,0,0.25,0.75
rzhc,K2C,K2C,0,0.0,0.2857142857142857
Uj5daSb8I,Uj5dasb8I,Uj5dasb8I,0,0.8888888888888888,1.0
ZslK6,LS1k6,LSIk6,0,0.2,0.6
3u7e,3u>e,3u>e,0,0.75,0.75
enN5diE2i8,eNvsd'iE2i'8,enNVsd'iE2i'8,0,0.782608695652174,0.782608695652174
MTYvJ9E,MTYL4J9E,MTYvJ9E,1,1.0,1.0
YHl9x,YHl9x,YH19x,0,0.8,0.8
kY53,ky53,Ky53,0,0.5,1.0
etA3vV,etA3VL,etA3VW,0,0.8333333333333334,0.8333333333333334
uaDd,UaDd,UaDd,0,0.75,1.0
COiXqQ3,Coix9Q3,CoiX9Q3,0,0.7142857142857143,0.8571428571428571
kYJ6,kY6,kY6,0,0.8571428571428571,0.8571428571428571
DUNA,DUWA,DUWA,0,0.75,0.75
sFrU,SFSU,SFSU,0,0.5,0.75
P5LshzyT,P5LShZkT,p5lashzxt,0,0.47058823529411764,0.8235294117647058
